"TDO2","IDO1","IDO2","AFMID","GOT2","AADAT","KYNU","KMO","QPRT","HAAO","ACMSD","Clase"
3.492,0,0,8.623,11.53,9.088,4.663,3.364,9.925,6.01,0.7142,"TCGA_LGG"
3.477,1.598,0,8.941,11.53,8.322,5.511,5.023,10.95,6.484,5.532,"TCGA_LGG"
3.466,0,0.826,10.3,11.3,9.074,5.882,2.932,9.24,6.719,2.68,"TCGA_LGG"
3.456,0,0,9.807,11.38,8.29,6.07,1.492,8.559,6.164,0,"TCGA_LGG"
3.45,0,0,9.017,11.53,7.32,5.713,1.316,9.602,6.004,0,"TCGA_LGG"
3.445,2.016,0.8164,9.272,11.28,7.982,7.116,2.694,8.618,7.447,0,"TCGA_LGG"
3.424,0.8568,0,8.166,10.99,8.974,4.708,1.164,8.357,6.809,1.391,"TCGA_LGG"
3.42,0,0,9.731,11.36,9.117,5.315,0.9593,9.425,7.544,2.082,"TCGA_LGG"
3.418,4.065,1.775,8.753,11.77,9.244,6.781,4.525,9.347,6.402,1.494,"TCGA_LGG"
3.415,3.635,0.9099,9.645,11.11,8.88,6.955,4.354,9.554,7.216,1.464,"TCGA_LGG"
3.412,1.094,0.6485,9.045,11.78,9.33,5.307,5.069,10.4,6.35,1.709,"TCGA_LGG"
3.412,0,0.6188,8.197,11.12,8.264,5.489,2.371,8.428,6.813,1.652,"TCGA_LGG"
3.411,0,0.7157,9.975,11.7,9.217,4.092,3.242,9.755,5.657,1.192,"TCGA_LGG"
3.379,0,1.438,9.194,11.57,8.924,4.369,3.533,9.795,5.685,1.834,"TCGA_LGG"
3.378,0.8344,0,8.487,10.83,8.898,4.125,1.737,7.808,5.676,1.36,"TCGA_LGG"
3.349,0,0,9.092,11.44,8.609,4.565,3.042,8.808,5.011,0.6893,"TCGA_LGG"
3.29,5.896,0,9.427,11.82,8.204,6.726,6.23,9.343,5.882,3.454,"TCGA_LGG"
3.27,0.7354,0,10.3,11.66,8.667,6.406,4.754,11.04,7.351,3.903,"TCGA_LGG"
3.266,1.745,1.36,9.597,11.65,8.479,4.568,2.642,7.672,5.241,0,"TCGA_LGG"
3.263,1.742,0,7.999,10.84,9.232,5.534,3.678,8.13,7.68,0.8332,"TCGA_LGG"
3.24,4.757,1.638,9.609,11.4,9.235,6.801,6.212,8.641,6.564,0.7687,"TCGA_LGG"
3.238,0.8212,0,9.223,10.86,8.739,5.668,1.563,8.765,7.333,1.341,"TCGA_LGG"
3.219,0,0.7592,8.543,11.11,9.27,4.808,0,8.697,4.843,0,"TCGA_LGG"
3.205,0,0,8.854,11.34,9.462,5.495,4.669,10.54,5.736,0.8052,"TCGA_LGG"
3.202,1.901,0.9348,7.706,14.25,9.069,4.778,3.509,12.98,4.396,2.694,"TCGA_LGG"
3.191,0,2.443,8.433,11.44,9.204,4.863,4.033,9.162,4.863,1.686,"TCGA_LGG"
3.189,2.624,0,8.091,11.27,8.834,6.107,3.329,8.285,7.187,0.7975,"TCGA_LGG"
3.165,0,0,9.842,11.41,8.782,5.352,0,9.708,7.319,0.8457,"TCGA_LGG"
3.147,0,0,9.016,11.48,9.744,4.337,3.748,9.84,6.587,2.641,"TCGA_LGG"
3.126,6.693,0.5688,7.659,11.8,8.908,4.508,3.27,11.14,4.625,2.42,"TCGA_LGG"
3.124,0,0,10.41,11.11,9.666,5.88,3.979,9.096,6.504,2.955,"TCGA_LGG"
3.107,0.5925,0,7.726,11.65,9.024,3.606,1.83,8.854,4.481,1.824,"TCGA_LGG"
3.106,2.365,0.7587,8.074,11.57,8.927,6.417,2.014,7.548,5.209,1.253,"TCGA_LGG"
3.099,0,0,9.959,11.1,9.292,4.012,2.109,10.06,5.698,1.615,"TCGA_LGG"
3.098,0,0,8.736,11.07,9.02,4.761,3.032,10.15,5.842,0,"TCGA_LGG"
3.075,0,0,9.237,11.53,8.692,5.456,4.029,10.25,6.612,0.868,"TCGA_LGG"
3.066,5.435,1.591,8.703,11.43,8.445,6.895,4.158,8.323,5.79,0,"TCGA_LGG"
3.042,0,0,8.93,11.34,8.903,5.88,2.746,8.088,5.78,0,"TCGA_LGG"
3.035,3.268,0.7819,9.238,11.37,9.317,4.896,4.357,10.11,5.488,2.201,"TCGA_LGG"
3.022,3.143,0.7759,8.134,11.4,9.621,6.146,1.649,8.921,7.053,1.649,"TCGA_LGG"
3.003,0,0,9.058,11.46,8.348,4.826,3.47,8.764,5.745,1.635,"TCGA_LGG"
2.956,5.121,0.8834,8.721,11.41,8.627,6.521,5.117,10.45,6.747,0.8834,"TCGA_LGG"
2.908,2.238,0,8.094,11.39,8.553,3.901,3.006,7.82,5.219,1.921,"TCGA_LGG"
2.9,0,1.121,10.66,11.8,8.941,4.544,1.744,10.65,6.656,1.744,"TCGA_LGG"
2.891,0.8501,0,8.985,11.36,9.159,5.444,2.526,9.143,6.674,2.074,"TCGA_LGG"
2.868,0.609,1.036,8.981,10.98,9.357,4.154,3.036,9.439,5.373,1.858,"TCGA_LGG"
2.836,2.487,0,8.645,11.21,8.32,5.381,4.595,10.36,6.611,1.342,"TCGA_LGG"
2.821,3.474,0,10.37,11.87,8.459,4.77,4.39,10.84,6.06,2.012,"TCGA_LGG"
2.811,5.213,0,10.99,11.96,8.59,7.384,6.198,10.32,7.337,2.93,"TCGA_LGG"
2.799,4.45,0,7.843,10.99,8.804,5.751,4.294,10.41,4.634,0,"TCGA_LGG"
2.797,2.161,3.847,9.627,11.38,9.274,4.159,3.553,10.45,5.054,2.45,"TCGA_LGG"
2.786,0,0,9.143,11.27,8.481,5.886,3.732,8.608,6.456,1.425,"TCGA_LGG"
2.774,0,0,9.388,11.19,9.286,5.864,2.234,8.672,6.837,2.171,"TCGA_LGG"
2.751,0,0,8.744,11.26,9.424,4.546,2.506,9.797,5.936,2.751,"TCGA_LGG"
2.747,0,0,10.24,11.59,8.751,5.477,3.22,8.629,7.324,2.192,"TCGA_LGG"
2.737,2.256,0,8.754,10.86,7.434,5.241,1.531,9.34,6.378,1.939,"TCGA_LGG"
2.717,1.259,0,7.442,11.08,8.891,6.04,2.864,9.359,6.185,0,"TCGA_LGG"
2.715,3.424,0,10.52,11.43,8.599,6.738,3.788,9.364,7.545,2.715,"TCGA_LGG"
2.7,0.8361,0.8361,8.211,11.47,8.974,7.517,3.333,9.342,6.341,2.3,"TCGA_LGG"
2.681,0.8265,0,9.675,11.75,8.405,6.234,4.016,8.723,6.478,2.033,"TCGA_LGG"
2.665,4.44,1.587,8.085,11.47,8.66,4.758,1.877,11.2,5.869,0.7381,"TCGA_LGG"
2.587,0,0,10.21,11.43,8.403,6.14,0.9179,8.506,7.294,0.7016,"TCGA_LGG"
2.552,1.391,0,8.433,11.54,9.259,5.229,5.864,10.07,7.2,1.391,"TCGA_LGG"
2.54,1.14,0,8.767,11.41,9.525,6.183,1.489,9.216,4.812,0.6799,"TCGA_LGG"
2.532,7.055,1.952,7.972,11.32,8.598,9.22,6.536,9.221,8.26,0.5638,"TCGA_LGG"
2.479,1.336,0.8177,8.502,11.12,8.824,6.495,3.639,9.918,6.978,0,"TCGA_LGG"
2.423,1.898,0.6281,8.898,11.67,8.443,5.444,1.64,8.44,5.838,1.399,"TCGA_LGG"
2.419,0,0,9.044,11.41,9.277,3.478,3.972,10.53,3.954,3.277,"TCGA_LGG"
2.408,0,0,8.522,11.69,8.394,3.799,4.074,8.632,4.594,1.387,"TCGA_LGG"
2.385,2.385,0,9.196,11.01,8.728,4.291,0,8.141,6.473,1.821,"TCGA_LGG"
2.383,4.201,0.6106,9.417,11.36,10,5.004,4.376,10.41,5.096,2.872,"TCGA_LGG"
2.374,0,0.7633,10.08,11.37,8.825,4.454,1.028,9.81,6.654,1.629,"TCGA_LGG"
2.368,1.13,0.673,8.065,11.09,8.658,4.855,1.279,8.036,5.889,1.99,"TCGA_LGG"
2.331,0.8532,0,8.567,11.06,9.162,4.7,2.068,9.319,7.143,1.386,"TCGA_LGG"
2.328,0,0,8.969,11.27,9.129,5.582,3.108,8.282,6.656,0,"TCGA_LGG"
2.32,0,0,8.017,11.2,8.568,5.238,2.5,9.865,6.868,2.32,"TCGA_LGG"
2.202,3.804,1.287,9.748,11.42,8.685,4.193,0,11.23,6.26,1.287,"TCGA_LGG"
2.198,3.662,0.9236,9.411,11.02,8.967,4.977,2.54,10.37,6.321,1.482,"TCGA_LGG"
2.197,0.5968,0,9.739,11.6,8.547,5.374,4.571,11.1,5.32,1.609,"TCGA_LGG"
2.191,0.6728,0,8.259,11.99,8.905,3.393,3.58,10.41,5.392,1.476,"TCGA_LGG"
2.112,2.769,0.8727,8.177,11.03,9.149,5.782,4.009,10.78,6.212,2.366,"TCGA_LGG"
2.028,3.666,0,7.686,10.91,8.603,7.909,6.112,9.291,7.83,1.791,"TCGA_LGG"
2.023,2.833,0,7.405,11.19,8.706,3.349,4.124,11.07,5.018,2.833,"TCGA_LGG"
2.006,0,0.5877,7.712,11.14,8.801,3.914,2.423,8.434,4.255,1.813,"TCGA_LGG"
1.999,1.7,0.8069,6.909,11.74,9.81,3.7,3.2,8.701,5.7,3.857,"TCGA_LGG"
1.983,4.045,2.788,8.758,11.29,8.927,6.785,5.461,10.64,6.281,2.23,"TCGA_LGG"
1.979,0,0,9.392,11.48,10,3.918,2.567,6.012,4.078,1.126,"TCGA_LGG"
1.971,0,0,8.648,11.33,9.499,5.017,4.808,8.552,4.562,0.7907,"TCGA_LGG"
1.936,0.6463,0,8.778,10.26,8.049,5.004,0,8.218,4.925,1.705,"TCGA_LGG"
1.841,0,0,10.65,11.54,9.108,4.493,1.118,9.293,6.527,2.151,"TCGA_LGG"
1.828,0.7118,1.186,8.487,10.92,9.284,5.61,4.847,10.4,5.341,1.828,"TCGA_LGG"
1.823,0.8844,0,8.255,11.27,8.988,4.811,4.154,12.07,5.571,1.429,"TCGA_LGG"
1.772,0,0,8.651,11.04,7.676,6.704,4.236,8.593,6.899,1.772,"TCGA_LGG"
1.71,0,0,8.708,11.36,7.829,5.335,4.651,10.49,6.384,2.655,"TCGA_LGG"
1.619,1.619,0.6023,9.169,11.34,8.231,4.932,2.8,8.5,6.062,0.6023,"TCGA_LGG"
1.341,0,1.341,8.848,11.16,9.094,2.272,1.722,10.69,4.489,0.8207,"TCGA_LGG"
1.326,0,1.326,9.487,11.11,9.522,4.073,0.9853,10.07,4.961,2.005,"TCGA_LGG"
1.243,1.609,0.7515,10.01,11.02,8.669,4.472,0.7515,11.85,5.505,0,"TCGA_LGG"
1.189,1.189,0,7.87,11.56,8.984,4.192,2.356,8.261,4.29,2.887,"TCGA_LGG"
0.8878,0,0,7.186,11.19,8.939,2.798,1.617,9.845,3.592,0.8878,"TCGA_LGG"
0.797,2.229,0,9.731,12.05,8.973,4.485,2.161,10.81,5.452,1.307,"TCGA_LGG"
0.7385,1.877,0,7.455,11.03,9.141,2.811,2.094,10.62,5.213,2.666,"TCGA_LGG"
0.6684,1.469,0,7.712,11.01,8.292,6.434,5.276,10.19,5.275,2.181,"TCGA_LGG"
0,0,1.227,9.431,10.66,8.96,3.849,1.014,8.32,6.089,1.591,"TCGA_LGG"
0,0,0,9.098,10.69,8.776,3.563,3.092,7.864,5.686,0,"TCGA_LGG"
11.29,7.275,2.027,10.13,10.87,7.651,9.808,9.022,9.857,7.737,2.027,"TCGA_GM"
10.06,2.331,0,8.684,12.11,8.68,7.876,6.073,9.855,6.386,3.596,"TCGA_GM"
9.921,6.154,1.291,8.417,12,8.364,8.471,6.791,10.25,6.154,1.291,"TCGA_GM"
9.904,5.392,0,9.183,12.01,8.922,8.212,7.677,9.742,7.164,3.156,"TCGA_GM"
9.846,7.015,1.807,9.237,11.75,8.277,8.319,6.858,9.769,6.909,3.346,"TCGA_GM"
9.725,5.121,0.7691,9.411,11.13,8.114,7.578,6.847,11.13,9.089,3.441,"TCGA_GM"
9.613,6.472,0,8.834,10.88,7.988,10.6,6.813,9.041,6.458,1.453,"TCGA_GM"
9.162,3.508,0,7.997,10.86,7.827,7.515,7.065,9.333,5.705,4.193,"TCGA_GM"
9.153,9.682,0,8.527,11.9,8.22,7.514,6.09,11.49,7.458,2.642,"TCGA_GM"
9.133,6.765,0.9659,9.965,12.43,8.008,8.217,6.901,10.73,7.366,4.741,"TCGA_GM"
9.065,6.078,2.992,8.861,11.22,9.315,7.836,6.478,11.41,8.928,0.9954,"TCGA_GM"
8.918,6.284,0,9.659,10.97,8.057,9.194,8.008,11.42,8.612,3.12,"TCGA_GM"
8.828,4.708,0.8981,9.627,11.15,9.284,7.953,7.723,9.867,6.024,6.264,"TCGA_GM"
8.716,6.809,0,8.794,11.41,8.094,8.295,7.708,10.12,8.143,2.046,"TCGA_GM"
8.359,3.773,0,9.669,11.34,8.039,7.924,8.248,10.78,6.248,1.638,"TCGA_GM"
8.337,6.852,0,11.06,11.99,8.866,7.084,7.205,9.949,7.139,2.064,"TCGA_GM"
8.286,3.276,0.9021,9.519,12.16,8.634,7.471,6.966,10.59,6.226,2.162,"TCGA_GM"
8.28,5.516,1.444,10.2,11.82,6.472,7.949,7.755,11.73,9.191,6.751,"TCGA_GM"
8.16,4.367,0.7884,8.663,11.9,8.634,6.792,5.547,8.98,6.544,2.423,"TCGA_GM"
8.14,6.722,0,9.674,11.74,7.125,7.697,6.922,10.4,7.07,5.33,"TCGA_GM"
8.093,4.714,0.9523,9.872,11.94,8.379,7.724,6.518,9.356,7.279,2.505,"TCGA_GM"
8.05,8.603,3.455,8.757,11.37,9.15,9.041,8.786,10.11,7.434,0.8722,"TCGA_GM"
7.969,5.074,0,8.619,11.72,7.165,8.041,6.808,10.62,7.526,4.772,"TCGA_GM"
7.965,7.181,1.772,9.46,11.44,6.756,9.369,8.483,10.45,8.102,2.078,"TCGA_GM"
7.932,9.635,0,8.679,11.8,8.624,5.692,4.521,8.837,6.446,2.601,"TCGA_GM"
7.927,3.804,0.7507,8.954,12.23,8.832,7.56,5.862,8.333,6.739,1.242,"TCGA_GM"
7.872,4.584,0.7568,9.082,11.94,8.33,7.381,5.318,9.167,6.465,1.96,"TCGA_GM"
7.858,4.622,0.8174,9.023,11.58,8.337,9.023,8.425,9.076,6.821,1.336,"TCGA_GM"
7.751,7.055,2,8.428,11.34,7.741,7.965,6.102,10.42,7.055,0,"TCGA_GM"
7.727,9.033,2.365,10.23,11.87,8.781,9.089,7.911,11.37,6.893,1.411,"TCGA_GM"
7.703,5.152,0,10.15,11.96,8.452,7.822,8.722,9.372,7.537,4.145,"TCGA_GM"
7.698,4.926,0.8614,9.024,11.71,8.545,7.943,6.154,10.15,6.84,1.787,"TCGA_GM"
7.642,4.96,0,9.517,11.97,8.942,6.606,7.193,9.011,5.787,3.706,"TCGA_GM"
7.565,6.211,0,8.628,11.19,7.635,8.651,7.453,9.656,7.016,1.93,"TCGA_GM"
7.507,6.943,0,9.11,11.76,8.041,7.968,6.284,10.31,7.115,1.847,"TCGA_GM"
7.413,3.792,0,9.219,12.17,7.061,7.845,5.127,11.46,7.685,4.504,"TCGA_GM"
7.303,4.805,0,9.233,11.5,7.84,8.267,6.709,9.908,6.485,2.76,"TCGA_GM"
7.209,5.182,0,8.96,12.71,7.868,6.888,5.776,11.1,5.819,0.7827,"TCGA_GM"
7.154,5.298,0,8.537,11.7,8.395,8.017,8.15,11.74,6.057,2.8,"TCGA_GM"
7.138,4.822,1.831,8.79,11.55,9.056,6.445,5.949,11.04,6.095,2.613,"TCGA_GM"
7.093,3.514,0.8495,8.738,11.46,8.437,7.191,7.818,10.74,6.96,7.572,"TCGA_GM"
7.081,5.432,0,8.681,11.83,8.175,6.964,6.513,10.95,8.524,4.521,"TCGA_GM"
6.994,4.671,0,8.835,12.15,8.152,7.749,7.193,10.02,5.755,1.014,"TCGA_GM"
6.97,4.488,0,8.743,11.81,9.533,6.639,4.927,8.52,5.771,3.717,"TCGA_GM"
6.95,2.774,0,9.303,12.42,8.891,7.508,3.234,11.55,5.851,1.808,"TCGA_GM"
6.943,3.959,0,8.26,11.59,7.689,7.044,5.158,9.343,5.964,2.901,"TCGA_GM"
6.872,2.776,0,8.772,11.56,9.153,6.83,5.719,9.184,5.722,0.8761,"TCGA_GM"
6.798,4.527,0.816,9.45,11.68,8.02,8.488,6.471,9.832,6.62,4.663,"TCGA_GM"
6.718,4.005,0,9.367,11.78,8.492,7.886,7.091,9.996,7.352,1.656,"TCGA_GM"
6.69,4.911,1.413,9.86,12.42,8.656,7.449,6.18,10.37,7.039,0.8729,"TCGA_GM"
6.673,0.7839,0,8.908,12.07,8.675,7.928,5.717,10.83,6.329,1.959,"TCGA_GM"
6.549,10.18,3.921,8.568,11.84,8.631,7.731,6.683,9.63,7.162,1.937,"TCGA_GM"
6.513,3.394,0,9.004,11.63,8.566,7.281,6.055,10.6,6.975,0,"TCGA_GM"
6.47,2.247,0,9.992,12.57,9.662,7.667,7.146,10.13,6.97,0.8066,"TCGA_GM"
6.36,4.277,0,9.837,11.68,8.568,7.813,8.253,9.023,6.089,0,"TCGA_GM"
6.353,4.679,0.9633,10.22,12.4,8.868,7.765,7.769,10.43,7.003,0.9633,"TCGA_GM"
6.327,0,0,9.423,11.67,9.368,5.602,4.494,9.821,6.163,1.288,"TCGA_GM"
6.29,6.893,1.194,8.786,11.89,8.142,7.698,5.786,8.903,6.719,1.194,"TCGA_GM"
6.286,2.401,0,9.619,11.72,9.256,6.451,6.565,9.136,6.451,2.401,"TCGA_GM"
6.262,1.989,0,9.184,11.79,8.599,7.239,6.443,10.91,6.37,2.237,"TCGA_GM"
6.194,5.637,0.9282,7.93,11.99,8.241,7.393,6.892,11.24,7.139,2.872,"TCGA_GM"
6.069,2.761,1.192,9.557,12.27,8.634,6.188,6.74,11.44,7.839,4.992,"TCGA_GM"
5.997,2.881,0,8.761,11.98,8.171,7.91,5.904,11.18,7.504,0.8444,"TCGA_GM"
5.958,4.002,0,9.05,12.04,7.396,7.199,5.571,10,6.1,0,"TCGA_GM"
5.895,4.456,0,8.807,11.62,8.197,7.933,7.59,10.41,7.766,4.793,"TCGA_GM"
5.796,1.381,0,10.02,11.74,8.663,6.027,6.319,9.496,7.086,0,"TCGA_GM"
5.717,4.28,1.156,11.31,12.21,9.051,6.818,6.518,9.816,7.177,2.228,"TCGA_GM"
5.703,1.912,0,8.835,12.16,8.487,6.63,5.3,10.66,6.39,2.363,"TCGA_GM"
5.65,3.959,0,8.773,11.76,8.871,6.99,5.989,11.08,7.111,1.255,"TCGA_GM"
5.625,2.742,0,8.806,11.55,9.009,5.925,4.379,10.41,5.401,1.648,"TCGA_GM"
5.577,9.111,0,8.856,11.98,7.62,6.388,4.38,10.4,6.591,2.291,"TCGA_GM"
5.42,3.375,0.7833,9.18,11.81,8.753,7.602,8.306,8.775,7.182,5.125,"TCGA_GM"
5.268,0,1.743,9.322,11.56,8.523,6.173,5.407,9.96,6.142,3.67,"TCGA_GM"
5.26,3.802,0,9.608,11.69,8.389,7.581,6.255,9.54,6.576,1.716,"TCGA_GM"
5.168,2.66,0,9.193,12.05,8.399,6.527,5.021,9.13,6.673,3.226,"TCGA_GM"
5.12,0,0,9.595,10.99,8.969,5.211,6.601,9.151,5.594,1.702,"TCGA_GM"
5.107,2.04,0,9.102,12.18,8.967,6.135,5.316,8.686,6.3,1.737,"TCGA_GM"
5.058,2.49,0,8.533,11.99,7.976,5.778,6.311,10.72,5.56,5.56,"TCGA_GM"
5.017,0,0,7.821,12.16,8.774,6.112,3.451,9.384,5.89,1.482,"TCGA_GM"
4.939,3.985,0,8.649,12.06,9.096,6.069,3.924,9.425,6.171,0.6942,"TCGA_GM"
4.905,4.225,0,8.629,11.28,8.309,5.82,6.121,10.58,8.211,2.077,"TCGA_GM"
4.822,6.793,1.899,9.499,10.79,8.486,7.684,6.576,10.54,8.094,2.355,"TCGA_GM"
4.791,6.568,0,10.67,12.24,8.166,7.581,7.249,10.94,6.357,3.475,"TCGA_GM"
4.769,3.643,0,8.995,11.68,7.906,6.041,4.486,9.589,6.564,2.099,"TCGA_GM"
4.722,8.827,1.757,9.319,11.89,7.882,7.712,5.241,8.297,6.08,3.598,"TCGA_GM"
4.704,4.368,0,9.435,12.44,7.717,6.902,5.429,11.45,7.035,1.601,"TCGA_GM"
4.691,2.478,0,8.736,11.66,8.404,7.19,4.721,10.43,6.703,1.206,"TCGA_GM"
4.623,1.571,0,10.61,11.4,8.805,6.189,5.093,9.428,5.787,1.571,"TCGA_GM"
4.59,8.007,0,9.2,11.11,8.333,7.059,5.148,10.82,6.602,2.489,"TCGA_GM"
4.586,1.507,0,10.28,11.77,8.265,7.676,5.993,10.38,7.389,3.697,"TCGA_GM"
4.555,1.322,0,8.778,11.68,8.687,5.023,4.46,10.36,4.508,2,"TCGA_GM"
4.496,5.988,0,8.695,11.8,9.061,6.565,5.483,10.63,7.651,3.076,"TCGA_GM"
4.384,4.447,0,9.34,11.63,8.586,5.784,4.998,9.305,6.496,1.728,"TCGA_GM"
4.378,4.94,0,8.469,12.18,8.874,5.842,5.615,9.532,6.923,1.344,"TCGA_GM"
4.357,2.339,0,8.462,11.57,7.571,6.645,5.572,10.34,7.316,4.038,"TCGA_GM"
4.209,4,0,9.053,12.12,8.943,6.272,5.689,8.943,6.426,2.248,"TCGA_GM"
4.16,3.239,0,8.903,11.74,9.379,4.85,5.654,8.756,5.737,2.954,"TCGA_GM"
4.107,4.047,0,8.283,12.37,9.486,4.869,4.557,9.862,4.761,0.7704,"TCGA_GM"
4.062,5.051,0,8.377,10.92,8.265,6.492,5.435,9.97,6.141,0,"TCGA_GM"
3.757,5.535,0,8.655,12,8.371,6.142,4.129,9.687,5.918,4.941,"TCGA_GM"
3.58,6.976,0,8.8,11.97,8.449,5.684,5.303,7.142,5.201,1.674,"TCGA_GM"
3.414,1.314,0.8015,8.779,11.97,8.506,4.542,4.166,9.425,6.694,1.314,"TCGA_GM"
3.159,1.215,0,9.228,11.44,8.943,5.414,5.137,9.213,4.67,0,"TCGA_GM"
2.865,5.274,0,7.751,12.59,7.428,6.854,5.685,11.42,8.507,2.7,"TCGA_GM"
2.535,3.944,0,9.672,11.53,8.722,7.13,5.532,9.169,6.568,3.495,"TCGA_GM"
2.319,6.083,0,10.14,12.24,8.603,5.581,3.449,9.824,6.841,0,"TCGA_GM"
7.262,1.102,0,9.739,12.34,9.083,3.64,5.252,9.741,4.649,1.102,"GTEX_Brain"
6.957,0,0,9.321,12.67,8.94,5.113,6.874,10.35,5.518,1.926,"GTEX_Brain"
6.589,1.205,0,9.45,12.43,8.915,3.941,6.743,9.768,5.127,0,"GTEX_Brain"
6.575,1.932,0,9.442,12.46,9.028,3.617,5.749,9.751,4.866,1.268,"GTEX_Brain"
6.562,0,1.955,9.275,12.58,9.234,4.825,5.98,10.01,5.556,1.286,"GTEX_Brain"
6.49,0,1.117,9.705,12.64,9.046,3.527,7.044,9.147,5.307,1.74,"GTEX_Brain"
6.466,2.902,2.083,9.451,11.84,9.208,5.194,6.823,9.724,4.833,2.549,"GTEX_Brain"
6.435,0,0,9.711,12.76,9.05,2.875,6.215,9.192,4.599,2.385,"GTEX_Brain"
6.33,0,1.105,9.818,12.65,9.191,3.645,7.401,9.736,5.407,2.487,"GTEX_Brain"
6.318,0,1.007,9.788,12.74,8.882,3.473,6.133,9.542,4.968,1.595,"GTEX_Brain"
6.269,0,0,9.6,12.12,9.038,3.479,6.388,9.871,5.436,0,"GTEX_Brain"
6.259,0,2.22,9.44,12.48,9.514,3.427,6.899,9.478,4.52,1.782,"GTEX_Brain"
6.221,0,1.958,9.259,12.44,8.872,2.76,7.083,10,5.372,1.958,"GTEX_Brain"
6.181,0,2.063,9.187,12.73,8.925,4.725,7.128,9.077,5.558,2.063,"GTEX_Brain"
6.166,0,1.052,9.479,12.93,8.944,4.266,7.025,9.356,4.853,0,"GTEX_Brain"
6.087,0,0,9.349,12.65,9.061,4.075,6.748,9.567,7.047,1.466,"GTEX_Brain"
6.046,0,0,8.781,12.1,9.211,2.47,7.768,9.475,5.627,2.47,"GTEX_Brain"
6.009,0,0,9.728,12.36,8.937,5.926,5.199,10.13,4.415,1.135,"GTEX_Brain"
6.001,0,1.684,9.839,12.38,8.997,2.707,6.453,9.173,4.137,1.684,"GTEX_Brain"
5.976,0,1.307,9.357,12.63,8.986,4.784,6.307,9.715,5.942,2.44,"GTEX_Brain"
5.955,0,1.091,10.08,12.3,9.507,3.864,6.907,9.703,5.42,2.733,"GTEX_Brain"
5.941,1.955,0,9.305,11.91,9.269,4.497,6.234,8.728,4.402,0,"GTEX_Brain"
5.891,0,1.086,9.419,12.5,9.097,5.162,5.993,9.495,4.245,1.086,"GTEX_Brain"
5.889,0,0.8376,8.833,13.04,9.188,3.923,7.855,9.037,4.065,2.303,"GTEX_Brain"
5.858,1.181,1.181,9.508,12.7,8.741,2.601,7.212,9.777,5.419,1.821,"GTEX_Brain"
5.744,0,0,9.267,12.62,8.97,4.082,6.038,9.948,5.294,2.531,"GTEX_Brain"
5.743,0,1.299,9.446,12.75,8.734,3.053,6.52,9.786,4.69,1.971,"GTEX_Brain"
5.728,0,0,9.358,12.7,8.646,3.31,6.758,9.495,5.362,1.99,"GTEX_Brain"
5.7,2.579,0,10.13,12.39,8.94,3.608,6.891,10.22,5.63,1.802,"GTEX_Brain"
5.688,0,0,9.326,12.6,8.832,3.949,6.175,9.526,5.282,2.463,"GTEX_Brain"
5.683,0,0,9.129,12.51,8.934,4.548,6.371,9.274,5.775,2.124,"GTEX_Brain"
5.679,1.984,1.984,8.979,12.21,9.652,5.188,7.188,9.873,5.3,3.068,"GTEX_Brain"
5.657,0,1.796,9.401,12.89,9.103,3.74,7.245,9.7,5.621,1.161,"GTEX_Brain"
5.639,0,0,9.106,11.54,9.622,4.437,6.661,9.99,5.888,2.73,"GTEX_Brain"
5.561,0,0,10.56,12.3,9.025,4.489,6.525,9.69,5.344,1.406,"GTEX_Brain"
5.517,0,0,9.286,12.39,8.624,6.053,5.104,9.495,5.478,1.775,"GTEX_Brain"
5.503,0,0,10.45,12.19,8.858,5.149,6.863,9.173,5.503,3.98,"GTEX_Brain"
5.446,1.304,0,9.389,12.45,9.088,3.672,6.766,9.527,4.219,1.304,"GTEX_Brain"
5.44,1.747,0,10.11,12.32,9.233,3.803,6.771,9.321,5.817,2.784,"GTEX_Brain"
5.426,0,0,9.307,12.32,9.044,4.858,6.574,10.21,6.61,1.826,"GTEX_Brain"
5.369,1.128,1.754,9.2,12.63,9.047,4.232,7.122,9.418,5.239,1.754,"GTEX_Brain"
5.358,0,0,9.436,12.26,8.977,6.34,6.78,7.769,6.12,5.546,"GTEX_Brain"
5.221,0,0,9.983,12.22,9.051,3.884,6.167,9.718,4.211,1.171,"GTEX_Brain"
5.181,1.096,1.096,9.271,12.56,8.721,3.757,5.46,9.034,5.391,1.712,"GTEX_Brain"
5.084,0,0,10.11,12.25,9.047,3.631,6.046,9.291,4.912,1.18,"GTEX_Brain"
5.005,0,0,9.35,12.81,8.712,4.049,7.641,9.277,5.318,2.039,"GTEX_Brain"
5,1.886,0,9.531,12.38,8.484,4.211,5.937,9.421,4.211,1.231,"GTEX_Brain"
4.899,0,0,9.762,12.45,8.638,3.947,4.755,10.12,5.36,1.38,"GTEX_Brain"
4.892,1.952,1.284,8.929,12.74,9.019,3.641,7.351,10.22,5.413,1.284,"GTEX_Brain"
4.884,1.2,0,9.281,11.98,8.636,4.681,5.843,9.033,5.725,1.846,"GTEX_Brain"
4.873,3.383,0,9.194,11.77,7.998,0,4.091,8.733,4.873,0,"GTEX_Brain"
4.839,1.252,0,11.43,12.06,9.51,3.591,4.042,9.437,5.849,2.983,"GTEX_Brain"
4.756,0,1.799,9.037,12.1,9.158,4.942,7.236,9.942,5.919,1.799,"GTEX_Brain"
